"id","date","createdAt","updatedAt","athleteId"
27,2022-07-15 13:00:00.000,2022-08-06 11:56:39.080,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
28,2022-07-18 15:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
25,2022-07-11 09:30:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
31,2022-07-26 16:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
30,2022-07-22 08:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
33,2022-08-03 15:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
19,2022-06-27 16:30:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
23,2022-07-07 15:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
35,2022-08-05 14:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
37,2022-08-08 16:00:00.000,2022-08-08 14:04:19.662,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
34,2021-02-28 17:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
38,2022-08-10 15:00:00.000,2022-08-10 22:03:16.296,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
36,2022-08-07 08:20:00.000,2022-08-07 11:42:54.282,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
29,2022-07-20 09:00:00.000,2022-08-06 11:56:39.079,2022-08-10 22:03:16.297,cl6jsjxy00006uyo8h2v8fr2e
42,2022-08-17 17:00:00.000,2022-08-17 16:45:00.000,2022-08-17 16:45:00.000,cl6jsjxy00006uyo8h2v8fr2e
43,2022-08-19 17:00:00.000,2022-08-18 15:00:00.000,2022-08-18 15:00:00.000,cl6jsjxy00006uyo8h2v8fr2e
44,2022-08-20 11:30:00.000,2022-08-20 16:40:15.016,2022-08-20 16:40:15.016,cl6jsjxy00006uyo8h2v8fr2e
